profileID,respID,qID,altID,obsID,brand,packaging,size,calories,alcohol_content,price,image
3323,1,7,1,7,Michelob,Can,16oz(470ml),101 to 150,4.9 to 5.9,2.09,MichelobCan.jpg
35,1,7,2,7,Miller,Can,25oz(740ml),0 to 50,0 to 4.8,1.67,MillerCan.jpg
326,1,7,3,7,Modelo,Bottle,16oz(470ml),101 to 150,4.9 to 5.9,1.67,ModeloBottle.jpg
93,1,8,1,8,Michelob,Can,32oz(950ml),51 to 100,0 to 4.8,1.67,MichelobCan.jpg
4365,1,8,2,8,Miller,Can,12oz(350ml),151+,4.9 to 5.9,2.79,MillerCan.jpg
3051,1,8,3,8,Modelo,Can,8.4oz(250ml),51 to 100,0 to 4.8,2.09,ModeloCan.jpg
2825,1,9,1,9,Miller,Can,16oz(470ml),0 to 50,12+,1.99,MillerCan.jpg
832,1,9,2,9,Budweiser,Can,25oz(740ml),0 to 50,12+,1.67,BudweiserCan.jpg
1064,1,9,3,9,Coors,Can,12oz(350ml),51 to 100,0 to 4.8,0.75,CoorsCan.jpg
2219,1,10,1,10,Coors,Bottle,12oz(350ml),0 to 50,4.9 to 5.9,1.99,CoorsBottle.jpg
637,1,10,2,10,Budweiser,Bottle,25oz(740ml),0 to 50,8 to 12,1.67,BudweiserBottle.jpg
4197,1,10,3,10,Budweiser,Bottle,32oz(950ml),151+,0 to 4.8,2.79,BudweiserBottle.jpg
2630,1,11,1,11,Miller,Bottle,16oz(470ml),0 to 50,8 to 12,1.99,MillerBottle.jpg
3097,1,11,2,11,Budweiser,Bottle,32oz(950ml),51 to 100,0 to 4.8,2.09,BudweiserBottle.jpg
1209,1,11,3,11,Coors,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,0.75,CoorsBottle.jpg
4069,2,1,1,12,Coors,Bottle,12oz(350ml),51 to 100,0 to 4.8,2.79,CoorsBottle.jpg
698,2,1,2,12,Michelob,Bottle,32oz(950ml),51 to 100,8 to 12,1.67,MichelobBottle.jpg
4820,2,1,3,12,Miller,Bottle,12oz(350ml),0 to 50,12+,2.79,MillerBottle.jpg
4126,2,2,1,13,Modelo,Bottle,16oz(470ml),101 to 150,0 to 4.8,2.79,ModeloBottle.jpg
1211,2,2,2,13,Modelo,Can,12oz(350ml),0 to 50,4.9 to 5.9,0.75,ModeloCan.jpg
3662,2,2,3,13,Budweiser,Can,12oz(350ml),51 to 100,8 to 12,2.09,BudweiserCan.jpg
2012,2,3,1,14,Budweiser,Can,12oz(350ml),0 to 50,0 to 4.8,1.99,BudweiserCan.jpg
1834,2,3,2,14,Coors,Can,25oz(740ml),0 to 50,12+,0.75,CoorsCan.jpg
1545,2,3,3,14,Miller,Can,32oz(950ml),101 to 150,6 to 7.9,0.75,MillerCan.jpg
2742,2,4,1,15,Budweiser,Can,32oz(950ml),101 to 150,8 to 12,1.99,BudweiserCan.jpg
1268,2,4,2,15,Michelob,Bottle,12oz(350ml),51 to 100,4.9 to 5.9,0.75,MichelobBottle.jpg
4550,2,4,3,15,Miller,Bottle,32oz(950ml),101 to 150,6 to 7.9,2.79,MillerBottle.jpg
4119,2,5,1,16,Coors,Bottle,12oz(350ml),101 to 150,0 to 4.8,2.79,CoorsBottle.jpg
2564,2,5,2,16,Coors,Can,12oz(350ml),151+,6 to 7.9,1.99,CoorsCan.jpg
4174,2,5,3,16,Coors,Can,16oz(470ml),151+,0 to 4.8,2.79,CoorsCan.jpg
780,2,6,1,17,Miller,Bottle,16oz(470ml),151+,8 to 12,1.67,MillerBottle.jpg
64,2,6,2,17,Coors,Can,12oz(350ml),51 to 100,0 to 4.8,1.67,CoorsCan.jpg
456,2,6,3,17,Modelo,Bottle,8.4oz(250ml),51 to 100,6 to 7.9,1.67,ModeloBottle.jpg
4096,2,7,1,18,Modelo,Bottle,32oz(950ml),51 to 100,0 to 4.8,2.79,ModeloBottle.jpg
2054,2,7,2,18,Coors,Can,8.4oz(250ml),51 to 100,0 to 4.8,1.99,CoorsCan.jpg
3291,2,7,3,18,Modelo,Can,32oz(950ml),51 to 100,4.9 to 5.9,2.09,ModeloCan.jpg
366,2,8,1,19,Modelo,Bottle,12oz(350ml),151+,4.9 to 5.9,1.67,ModeloBottle.jpg
1370,2,8,2,19,Miller,Bottle,12oz(350ml),151+,4.9 to 5.9,0.75,MillerBottle.jpg
4028,2,8,3,19,Michelob,Bottle,16oz(470ml),0 to 50,0 to 4.8,2.79,MichelobBottle.jpg
2305,2,9,1,20,Miller,Can,8.4oz(250ml),101 to 150,4.9 to 5.9,1.99,MillerCan.jpg
73,2,9,2,20,Michelob,Can,16oz(470ml),51 to 100,0 to 4.8,1.67,MichelobCan.jpg
2652,2,9,3,20,Budweiser,Can,8.4oz(250ml),51 to 100,8 to 12,1.99,BudweiserCan.jpg
1775,2,10,1,21,Miller,Can,16oz(470ml),151+,8 to 12,0.75,MillerCan.jpg
387,2,10,2,21,Budweiser,Bottle,25oz(740ml),151+,4.9 to 5.9,1.67,BudweiserBottle.jpg
371,2,10,3,21,Modelo,Can,16oz(470ml),151+,4.9 to 5.9,1.67,ModeloCan.jpg
1512,2,11,1,22,Budweiser,Can,12oz(350ml),101 to 150,6 to 7.9,0.75,BudweiserCan.jpg
1355,2,11,2,22,Miller,Can,8.4oz(250ml),151+,4.9 to 5.9,0.75,MillerCan.jpg
4105,2,11,3,22,Miller,Can,8.4oz(250ml),101 to 150,0 to 4.8,2.79,MillerCan.jpg
4444,3,1,1,23,Coors,Can,32oz(950ml),0 to 50,6 to 7.9,2.79,CoorsCan.jpg
2360,3,1,2,23,Miller,Bottle,8.4oz(250ml),151+,4.9 to 5.9,1.99,MillerBottle.jpg
4288,3,1,3,23,Michelob,Bottle,25oz(740ml),51 to 100,4.9 to 5.9,2.79,MichelobBottle.jpg
883,3,2,1,24,Michelob,Can,25oz(740ml),51 to 100,12+,1.67,MichelobCan.jpg
1486,3,2,2,24,Modelo,Bottle,25oz(740ml),51 to 100,6 to 7.9,0.75,ModeloBottle.jpg
159,3,2,3,24,Coors,Bottle,8.4oz(250ml),151+,0 to 4.8,1.67,CoorsBottle.jpg
681,3,3,1,25,Modelo,Can,25oz(740ml),51 to 100,8 to 12,1.67,ModeloCan.jpg
3832,3,3,2,25,Budweiser,Can,25oz(740ml),0 to 50,12+,2.09,BudweiserCan.jpg
4235,3,3,3,25,Miller,Can,25oz(740ml),0 to 50,4.9 to 5.9,2.79,MillerCan.jpg
3181,3,4,1,26,Modelo,Can,25oz(740ml),151+,0 to 4.8,2.09,ModeloCan.jpg
2421,3,4,2,26,Modelo,Can,16oz(470ml),0 to 50,6 to 7.9,1.99,ModeloCan.jpg
4047,3,4,3,26,Budweiser,Bottle,32oz(950ml),0 to 50,0 to 4.8,2.79,BudweiserBottle.jpg
3248,3,5,1,27,Michelob,Bottle,32oz(950ml),0 to 50,4.9 to 5.9,2.09,MichelobBottle.jpg
369,3,5,2,27,Coors,Bottle,12oz(350ml),151+,4.9 to 5.9,1.67,CoorsBottle.jpg
108,3,5,3,27,Michelob,Bottle,8.4oz(250ml),101 to 150,0 to 4.8,1.67,MichelobBottle.jpg
4815,3,6,1,28,Miller,Can,12oz(350ml),0 to 50,12+,2.79,MillerCan.jpg
2889,3,6,2,28,Coors,Bottle,25oz(740ml),51 to 100,12+,1.99,CoorsBottle.jpg
2746,3,6,3,28,Modelo,Bottle,32oz(950ml),101 to 150,8 to 12,1.99,ModeloBottle.jpg
3317,3,7,1,29,Budweiser,Bottle,12oz(350ml),101 to 150,4.9 to 5.9,2.09,BudweiserBottle.jpg
1244,3,7,2,29,Coors,Can,32oz(950ml),0 to 50,4.9 to 5.9,0.75,CoorsCan.jpg
2395,3,7,3,29,Miller,Can,32oz(950ml),151+,4.9 to 5.9,1.99,MillerCan.jpg
385,3,8,1,30,Miller,Can,25oz(740ml),151+,4.9 to 5.9,1.67,MillerCan.jpg
2327,3,8,2,30,Budweiser,Bottle,16oz(470ml),101 to 150,4.9 to 5.9,1.99,BudweiserBottle.jpg
4808,3,8,3,30,Michelob,Bottle,8.4oz(250ml),0 to 50,12+,2.79,MichelobBottle.jpg
2670,3,9,1,31,Miller,Bottle,12oz(350ml),51 to 100,8 to 12,1.99,MillerBottle.jpg
4327,3,9,2,31,Budweiser,Bottle,16oz(470ml),101 to 150,4.9 to 5.9,2.79,BudweiserBottle.jpg
2273,3,9,3,31,Michelob,Can,16oz(470ml),51 to 100,4.9 to 5.9,1.99,MichelobCan.jpg
4518,3,10,1,32,Michelob,Bottle,12oz(350ml),101 to 150,6 to 7.9,2.79,MichelobBottle.jpg
3145,3,10,2,32,Miller,Can,32oz(950ml),101 to 150,0 to 4.8,2.09,MillerCan.jpg
2822,3,10,3,32,Budweiser,Can,16oz(470ml),0 to 50,12+,1.99,BudweiserCan.jpg
799,3,11,1,33,Coors,Bottle,32oz(950ml),151+,8 to 12,1.67,CoorsBottle.jpg
2766,3,11,2,33,Modelo,Bottle,12oz(350ml),151+,8 to 12,1.99,ModeloBottle.jpg
3435,3,11,3,33,Miller,Can,25oz(740ml),0 to 50,6 to 7.9,2.09,MillerCan.jpg
574,4,1,1,34,Coors,Can,16oz(470ml),151+,6 to 7.9,1.67,CoorsCan.jpg
4459,4,1,2,34,Coors,Bottle,8.4oz(250ml),51 to 100,6 to 7.9,2.79,CoorsBottle.jpg
2433,4,1,3,34,Michelob,Can,25oz(740ml),0 to 50,6 to 7.9,1.99,MichelobCan.jpg
3010,4,2,1,35,Miller,Bottle,8.4oz(250ml),0 to 50,0 to 4.8,2.09,MillerBottle.jpg
3000,4,2,2,35,Miller,Bottle,32oz(950ml),151+,12+,1.99,MillerBottle.jpg
2536,4,2,3,35,Modelo,Bottle,25oz(740ml),101 to 150,6 to 7.9,1.99,ModeloBottle.jpg
2743,4,3,1,36,Michelob,Can,32oz(950ml),101 to 150,8 to 12,1.99,MichelobCan.jpg
3507,4,3,2,36,Budweiser,Bottle,8.4oz(250ml),101 to 150,6 to 7.9,2.09,BudweiserBottle.jpg
1625,4,3,3,36,Miller,Can,16oz(470ml),0 to 50,8 to 12,0.75,MillerCan.jpg
3954,4,4,1,37,Coors,Can,8.4oz(250ml),151+,12+,2.09,CoorsCan.jpg
1685,4,4,2,37,Miller,Can,25oz(740ml),51 to 100,8 to 12,0.75,MillerCan.jpg
637,4,4,3,37,Budweiser,Bottle,25oz(740ml),0 to 50,8 to 12,1.67,BudweiserBottle.jpg
279,4,5,1,38,Coors,Bottle,16oz(470ml),51 to 100,4.9 to 5.9,1.67,CoorsBottle.jpg
1488,4,5,2,38,Michelob,Bottle,25oz(740ml),51 to 100,6 to 7.9,0.75,MichelobBottle.jpg
2716,4,5,3,38,Modelo,Bottle,12oz(350ml),101 to 150,8 to 12,1.99,ModeloBottle.jpg
3183,4,6,1,39,Michelob,Can,25oz(740ml),151+,0 to 4.8,2.09,MichelobCan.jpg
403,4,6,2,39,Michelob,Can,8.4oz(250ml),0 to 50,6 to 7.9,1.67,MichelobCan.jpg
304,4,6,3,39,Coors,Can,8.4oz(250ml),101 to 150,4.9 to 5.9,1.67,CoorsCan.jpg
4829,4,7,1,40,Coors,Bottle,16oz(470ml),0 to 50,12+,2.79,CoorsBottle.jpg
2413,4,7,2,40,Michelob,Can,12oz(350ml),0 to 50,6 to 7.9,1.99,MichelobCan.jpg
3022,4,7,3,40,Budweiser,Can,16oz(470ml),0 to 50,0 to 4.8,2.09,BudweiserCan.jpg
171,4,8,1,41,Modelo,Can,16oz(470ml),151+,0 to 4.8,1.67,ModeloCan.jpg
3890,4,8,2,41,Miller,Bottle,25oz(740ml),51 to 100,12+,2.09,MillerBottle.jpg
146,4,8,3,41,Modelo,Bottle,32oz(950ml),101 to 150,0 to 4.8,1.67,ModeloBottle.jpg
1231,4,9,1,42,Modelo,Can,25oz(740ml),0 to 50,4.9 to 5.9,0.75,ModeloCan.jpg
3383,4,9,2,42,Michelob,Can,25oz(740ml),151+,4.9 to 5.9,2.09,MichelobCan.jpg
102,4,9,3,42,Budweiser,Can,8.4oz(250ml),101 to 150,0 to 4.8,1.67,BudweiserCan.jpg
4967,4,10,1,43,Budweiser,Bottle,12oz(350ml),151+,12+,2.79,BudweiserBottle.jpg
2831,4,10,2,43,Modelo,Can,25oz(740ml),0 to 50,12+,1.99,ModeloCan.jpg
2124,4,10,3,43,Coors,Can,16oz(470ml),101 to 150,0 to 4.8,1.99,CoorsCan.jpg
2060,4,11,1,44,Miller,Bottle,8.4oz(250ml),51 to 100,0 to 4.8,1.99,MillerBottle.jpg
4727,4,11,2,44,Budweiser,Bottle,16oz(470ml),101 to 150,8 to 12,2.79,BudweiserBottle.jpg
1544,4,11,3,44,Coors,Can,32oz(950ml),101 to 150,6 to 7.9,0.75,CoorsCan.jpg
276,5,1,1,45,Modelo,Bottle,16oz(470ml),51 to 100,4.9 to 5.9,1.67,ModeloBottle.jpg
4436,5,1,2,45,Modelo,Bottle,25oz(740ml),0 to 50,6 to 7.9,2.79,ModeloBottle.jpg
2634,5,1,3,45,Coors,Can,25oz(740ml),0 to 50,8 to 12,1.99,CoorsCan.jpg
4444,5,2,1,46,Coors,Can,32oz(950ml),0 to 50,6 to 7.9,2.79,CoorsCan.jpg
4761,5,2,2,46,Modelo,Can,12oz(350ml),151+,8 to 12,2.79,ModeloCan.jpg
3701,5,2,3,46,Modelo,Can,8.4oz(250ml),101 to 150,8 to 12,2.09,ModeloCan.jpg
1548,5,3,1,47,Michelob,Bottle,32oz(950ml),101 to 150,6 to 7.9,0.75,MichelobBottle.jpg
276,5,3,2,47,Modelo,Bottle,16oz(470ml),51 to 100,4.9 to 5.9,1.67,ModeloBottle.jpg
2871,5,3,3,47,Modelo,Can,16oz(470ml),51 to 100,12+,1.99,ModeloCan.jpg
2529,5,4,1,48,Coors,Bottle,16oz(470ml),101 to 150,6 to 7.9,1.99,CoorsBottle.jpg
3229,5,4,2,48,Coors,Bottle,16oz(470ml),0 to 50,4.9 to 5.9,2.09,CoorsBottle.jpg
4798,5,4,3,48,Michelob,Bottle,32oz(950ml),151+,8 to 12,2.79,MichelobBottle.jpg
4295,5,5,1,49,Miller,Can,32oz(950ml),51 to 100,4.9 to 5.9,2.79,MillerCan.jpg
3269,5,5,2,49,Coors,Bottle,12oz(350ml),51 to 100,4.9 to 5.9,2.09,CoorsBottle.jpg
1613,5,5,3,49,Michelob,Can,12oz(350ml),0 to 50,8 to 12,0.75,MichelobCan.jpg
390,5,6,1,50,Miller,Bottle,25oz(740ml),151+,4.9 to 5.9,1.67,MillerBottle.jpg
4957,5,6,2,50,Budweiser,Bottle,8.4oz(250ml),151+,12+,2.79,BudweiserBottle.jpg
935,5,6,3,50,Miller,Can,25oz(740ml),101 to 150,12+,1.67,MillerCan.jpg
4058,5,7,1,51,Michelob,Bottle,8.4oz(250ml),51 to 100,0 to 4.8,2.79,MichelobBottle.jpg
262,5,7,2,51,Budweiser,Can,12oz(350ml),51 to 100,4.9 to 5.9,1.67,BudweiserCan.jpg
1450,5,7,3,51,Miller,Bottle,32oz(950ml),0 to 50,6 to 7.9,0.75,MillerBottle.jpg
2387,5,8,1,52,Budweiser,Bottle,25oz(740ml),151+,4.9 to 5.9,1.99,BudweiserBottle.jpg
2213,5,8,2,52,Michelob,Can,12oz(350ml),0 to 50,4.9 to 5.9,1.99,MichelobCan.jpg
2661,5,8,3,52,Modelo,Can,12oz(350ml),51 to 100,8 to 12,1.99,ModeloCan.jpg
3536,5,9,1,53,Modelo,Bottle,25oz(740ml),101 to 150,6 to 7.9,2.09,ModeloBottle.jpg
1722,5,9,2,53,Budweiser,Can,16oz(470ml),101 to 150,8 to 12,0.75,BudweiserCan.jpg
1995,5,9,3,53,Miller,Can,32oz(950ml),151+,12+,0.75,MillerCan.jpg
432,5,10,1,54,Budweiser,Can,25oz(740ml),0 to 50,6 to 7.9,1.67,BudweiserCan.jpg
1708,5,10,2,54,Michelob,Bottle,8.4oz(250ml),101 to 150,8 to 12,0.75,MichelobBottle.jpg
2029,5,10,3,54,Coors,Bottle,16oz(470ml),0 to 50,0 to 4.8,1.99,CoorsBottle.jpg
3578,5,11,1,55,Michelob,Bottle,16oz(470ml),151+,6 to 7.9,2.09,MichelobBottle.jpg
4635,5,11,2,55,Miller,Can,25oz(740ml),0 to 50,8 to 12,2.79,MillerCan.jpg
4398,5,11,3,55,Michelob,Bottle,32oz(950ml),151+,4.9 to 5.9,2.79,MichelobBottle.jpg
1100,6,1,1,56,Miller,Bottle,32oz(950ml),51 to 100,0 to 4.8,0.75,MillerBottle.jpg
4585,6,1,2,56,Miller,Can,25oz(740ml),151+,6 to 7.9,2.79,MillerCan.jpg
684,6,1,3,56,Coors,Can,25oz(740ml),51 to 100,8 to 12,1.67,CoorsCan.jpg
2267,6,2,1,57,Budweiser,Bottle,12oz(350ml),51 to 100,4.9 to 5.9,1.99,BudweiserBottle.jpg
4647,6,2,2,57,Budweiser,Bottle,32oz(950ml),0 to 50,8 to 12,2.79,BudweiserBottle.jpg
1776,6,2,3,57,Modelo,Bottle,16oz(470ml),151+,8 to 12,0.75,ModeloBottle.jpg
2233,6,3,1,58,Michelob,Can,25oz(740ml),0 to 50,4.9 to 5.9,1.99,MichelobCan.jpg
3066,6,3,2,58,Modelo,Bottle,12oz(350ml),51 to 100,0 to 4.8,2.09,ModeloBottle.jpg
4990,6,3,3,58,Miller,Bottle,25oz(740ml),151+,12+,2.79,MillerBottle.jpg
994,6,4,1,59,Coors,Can,32oz(950ml),151+,12+,1.67,CoorsCan.jpg
4719,6,4,2,59,Coors,Bottle,12oz(350ml),101 to 150,8 to 12,2.79,CoorsBottle.jpg
3996,6,4,3,59,Modelo,Bottle,32oz(950ml),151+,12+,2.09,ModeloBottle.jpg
728,6,5,1,60,Michelob,Bottle,16oz(470ml),101 to 150,8 to 12,1.67,MichelobBottle.jpg
4126,6,5,2,60,Modelo,Bottle,16oz(470ml),101 to 150,0 to 4.8,2.79,ModeloBottle.jpg
1874,6,5,3,60,Coors,Can,16oz(470ml),51 to 100,12+,0.75,CoorsCan.jpg
3740,6,6,1,61,Miller,Bottle,25oz(740ml),101 to 150,8 to 12,2.09,MillerBottle.jpg
2979,6,6,2,61,Coors,Bottle,16oz(470ml),151+,12+,1.99,CoorsBottle.jpg
4120,6,6,3,61,Miller,Bottle,12oz(350ml),101 to 150,0 to 4.8,2.79,MillerBottle.jpg
3217,6,7,1,62,Budweiser,Bottle,12oz(350ml),0 to 50,4.9 to 5.9,2.09,BudweiserBottle.jpg
417,6,7,2,62,Budweiser,Bottle,12oz(350ml),0 to 50,6 to 7.9,1.67,BudweiserBottle.jpg
4761,6,7,3,62,Modelo,Can,12oz(350ml),151+,8 to 12,2.79,ModeloCan.jpg
962,6,8,1,63,Budweiser,Can,12oz(350ml),151+,12+,1.67,BudweiserCan.jpg
4591,6,8,2,63,Modelo,Can,32oz(950ml),151+,6 to 7.9,2.79,ModeloCan.jpg
286,6,8,3,63,Modelo,Bottle,25oz(740ml),51 to 100,4.9 to 5.9,1.67,ModeloBottle.jpg
3150,6,9,1,64,Miller,Bottle,32oz(950ml),101 to 150,0 to 4.8,2.09,MillerBottle.jpg
2358,6,9,2,64,Michelob,Bottle,8.4oz(250ml),151+,4.9 to 5.9,1.99,MichelobBottle.jpg
4519,6,9,3,64,Coors,Bottle,12oz(350ml),101 to 150,6 to 7.9,2.79,CoorsBottle.jpg
1645,6,10,1,65,Miller,Can,32oz(950ml),0 to 50,8 to 12,0.75,MillerCan.jpg
3269,6,10,2,65,Coors,Bottle,12oz(350ml),51 to 100,4.9 to 5.9,2.09,CoorsBottle.jpg
1664,6,10,3,65,Coors,Can,12oz(350ml),51 to 100,8 to 12,0.75,CoorsCan.jpg
1721,6,11,1,66,Modelo,Can,16oz(470ml),101 to 150,8 to 12,0.75,ModeloCan.jpg
1003,6,11,2,66,Michelob,Can,8.4oz(250ml),0 to 50,0 to 4.8,0.75,MichelobCan.jpg
3198,6,11,3,66,Michelob,Bottle,32oz(950ml),151+,0 to 4.8,2.09,MichelobBottle.jpg
2486,7,1,1,67,Modelo,Bottle,25oz(740ml),51 to 100,6 to 7.9,1.99,ModeloBottle.jpg
86,7,1,2,67,Modelo,Bottle,25oz(740ml),51 to 100,0 to 4.8,1.67,ModeloBottle.jpg
1939,7,1,3,67,Coors,Bottle,25oz(740ml),101 to 150,12+,0.75,CoorsBottle.jpg
3041,7,2,1,68,Modelo,Can,32oz(950ml),0 to 50,0 to 4.8,2.09,ModeloCan.jpg
170,7,2,2,68,Miller,Bottle,12oz(350ml),151+,0 to 4.8,1.67,MillerBottle.jpg
3153,7,2,3,68,Michelob,Can,8.4oz(250ml),151+,0 to 4.8,2.09,MichelobCan.jpg
512,7,3,1,69,Budweiser,Can,12oz(350ml),101 to 150,6 to 7.9,1.67,BudweiserCan.jpg
3495,7,3,2,69,Miller,Can,32oz(950ml),51 to 100,6 to 7.9,2.09,MillerCan.jpg
581,7,3,3,69,Modelo,Can,25oz(740ml),151+,6 to 7.9,1.67,ModeloCan.jpg
3328,7,4,1,70,Michelob,Bottle,16oz(470ml),101 to 150,4.9 to 5.9,2.09,MichelobBottle.jpg
1618,7,4,2,70,Michelob,Bottle,12oz(350ml),0 to 50,8 to 12,0.75,MichelobBottle.jpg
2605,7,4,3,70,Miller,Can,8.4oz(250ml),0 to 50,8 to 12,1.99,MillerCan.jpg
2959,7,5,1,71,Coors,Bottle,8.4oz(250ml),151+,12+,1.99,CoorsBottle.jpg
3727,7,5,2,71,Budweiser,Bottle,16oz(470ml),101 to 150,8 to 12,2.09,BudweiserBottle.jpg
1083,7,5,3,71,Michelob,Can,25oz(740ml),51 to 100,0 to 4.8,0.75,MichelobCan.jpg
2402,7,6,1,72,Budweiser,Can,8.4oz(250ml),0 to 50,6 to 7.9,1.99,BudweiserCan.jpg
3250,7,6,2,72,Miller,Bottle,32oz(950ml),0 to 50,4.9 to 5.9,2.09,MillerBottle.jpg
1892,7,6,3,72,Budweiser,Can,32oz(950ml),51 to 100,12+,0.75,BudweiserCan.jpg
1956,7,7,1,73,Modelo,Bottle,8.4oz(250ml),151+,12+,0.75,ModeloBottle.jpg
4009,7,7,2,73,Coors,Bottle,8.4oz(250ml),0 to 50,0 to 4.8,2.79,CoorsBottle.jpg
3811,7,7,3,73,Modelo,Can,12oz(350ml),0 to 50,12+,2.09,ModeloCan.jpg
930,7,8,1,74,Miller,Bottle,16oz(470ml),101 to 150,12+,1.67,MillerBottle.jpg
3145,7,8,2,74,Miller,Can,32oz(950ml),101 to 150,0 to 4.8,2.09,MillerCan.jpg
1154,7,8,3,74,Coors,Can,8.4oz(250ml),151+,0 to 4.8,0.75,CoorsCan.jpg
4993,7,9,1,75,Michelob,Can,32oz(950ml),151+,12+,2.79,MichelobCan.jpg
3757,7,9,2,75,Budweiser,Bottle,8.4oz(250ml),151+,8 to 12,2.09,BudweiserBottle.jpg
1214,7,9,3,75,Coors,Can,12oz(350ml),0 to 50,4.9 to 5.9,0.75,CoorsCan.jpg
383,7,10,1,76,Michelob,Can,25oz(740ml),151+,4.9 to 5.9,1.67,MichelobCan.jpg
3426,7,10,2,76,Modelo,Bottle,16oz(470ml),0 to 50,6 to 7.9,2.09,ModeloBottle.jpg
1419,7,10,3,76,Coors,Bottle,12oz(350ml),0 to 50,6 to 7.9,0.75,CoorsBottle.jpg
3981,7,11,1,77,Modelo,Can,25oz(740ml),151+,12+,2.09,ModeloCan.jpg
4816,7,11,2,77,Modelo,Bottle,12oz(350ml),0 to 50,12+,2.79,ModeloBottle.jpg
2759,7,11,3,77,Coors,Bottle,8.4oz(250ml),151+,8 to 12,1.99,CoorsBottle.jpg
2587,8,1,1,78,Budweiser,Bottle,25oz(740ml),151+,6 to 7.9,1.99,BudweiserBottle.jpg
429,8,1,2,78,Coors,Bottle,16oz(470ml),0 to 50,6 to 7.9,1.67,CoorsBottle.jpg
4715,8,1,3,78,Miller,Can,12oz(350ml),101 to 150,8 to 12,2.79,MillerCan.jpg
1795,8,2,1,79,Miller,Can,32oz(950ml),151+,8 to 12,0.75,MillerCan.jpg
3089,8,2,2,79,Coors,Bottle,25oz(740ml),51 to 100,0 to 4.8,2.09,CoorsBottle.jpg
1370,8,2,3,79,Miller,Bottle,12oz(350ml),151+,4.9 to 5.9,0.75,MillerBottle.jpg
4511,8,3,1,80,Modelo,Can,12oz(350ml),101 to 150,6 to 7.9,2.79,ModeloCan.jpg
4870,8,3,2,80,Miller,Bottle,12oz(350ml),51 to 100,12+,2.79,MillerBottle.jpg
337,8,3,3,80,Budweiser,Bottle,25oz(740ml),101 to 150,4.9 to 5.9,1.67,BudweiserBottle.jpg
1658,8,4,1,81,Michelob,Bottle,8.4oz(250ml),51 to 100,8 to 12,0.75,MichelobBottle.jpg
3832,8,4,2,81,Budweiser,Can,25oz(740ml),0 to 50,12+,2.09,BudweiserCan.jpg
4300,8,4,3,81,Miller,Bottle,32oz(950ml),51 to 100,4.9 to 5.9,2.79,MillerBottle.jpg
2047,8,5,1,82,Budweiser,Bottle,32oz(950ml),0 to 50,0 to 4.8,1.99,BudweiserBottle.jpg
2574,8,5,2,82,Coors,Can,16oz(470ml),151+,6 to 7.9,1.99,CoorsCan.jpg
2571,8,5,3,82,Modelo,Can,16oz(470ml),151+,6 to 7.9,1.99,ModeloCan.jpg
2166,8,6,1,83,Modelo,Bottle,12oz(350ml),151+,0 to 4.8,1.99,ModeloBottle.jpg
2917,8,6,2,83,Budweiser,Bottle,12oz(350ml),101 to 150,12+,1.99,BudweiserBottle.jpg
3379,8,6,3,83,Coors,Bottle,16oz(470ml),151+,4.9 to 5.9,2.09,CoorsBottle.jpg
