profileID,respID,qID,altID,obsID,brand,packaging,size,calories,alcohol_content,price,image
965,3,1,2,23,Brand2,Bottle,8.4oz(250ml),0 to 50,8 to 12,0.75,Brand2Bottle.jpg
2188,3,1,3,23,Brand1,Bottle,32oz(950ml),0 to 50,8 to 12,2.09,Brand1Bottle.jpg
1464,3,2,1,24,Brand3,Bottle,25oz(740ml),0 to 50,6 to 7.9,1.99,Brand3Bottle.jpg
2607,3,2,2,24,Brand3,Can,32oz(950ml),101 to 150,4.9 to 5.9,2.79,Brand3Can.jpg
1220,3,2,3,24,Brand2,Can,25oz(740ml),0 to 50,0 to 4.8,1.99,Brand2Can.jpg
1271,3,3,1,25,Brand2,Bottle,12oz(350ml),101 to 150,0 to 4.8,1.99,Brand2Bottle.jpg
1960,3,3,2,25,Brand1,Bottle,12oz(350ml),51 to 100,4.9 to 5.9,2.09,Brand1Bottle.jpg
78,3,3,3,25,Brand3,Bottle,16oz(470ml),101 to 150,0 to 4.8,1.67,Brand3Bottle.jpg
555,3,4,1,26,Brand3,Can,16oz(470ml),101 to 150,12+,1.67,Brand3Can.jpg
2048,3,4,2,26,Brand2,Can,12oz(350ml),0 to 50,6 to 7.9,2.09,Brand2Can.jpg
1518,3,4,3,26,Brand3,Bottle,16oz(470ml),101 to 150,6 to 7.9,1.99,Brand3Bottle.jpg
2586,3,5,1,27,Brand3,Bottle,8.4oz(250ml),101 to 150,4.9 to 5.9,2.79,Brand3Bottle.jpg
1609,3,5,2,27,Brand1,Can,25oz(740ml),51 to 100,8 to 12,1.99,Brand1Can.jpg
1552,3,5,3,27,Brand1,Bottle,25oz(740ml),151+,6 to 7.9,1.99,Brand1Bottle.jpg
439,3,6,1,28,Brand1,Can,25oz(740ml),101 to 150,8 to 12,1.67,Brand1Can.jpg
2894,3,6,2,28,Brand2,Can,16oz(470ml),0 to 50,12+,2.79,Brand2Can.jpg
2858,3,6,3,28,Brand2,Can,12oz(350ml),151+,8 to 12,2.79,Brand2Can.jpg
605,3,7,1,29,Brand2,Bottle,8.4oz(250ml),0 to 50,0 to 4.8,0.75,Brand2Bottle.jpg
1324,3,7,2,29,Brand1,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,1.99,Brand1Bottle.jpg
721,3,7,3,29,Brand1,Can,8.4oz(250ml),0 to 50,4.9 to 5.9,0.75,Brand1Can.jpg
895,3,8,1,30,Brand1,Can,32oz(950ml),51 to 100,6 to 7.9,0.75,Brand1Can.jpg
2637,3,8,2,30,Brand3,Can,32oz(950ml),151+,4.9 to 5.9,2.79,Brand3Can.jpg
728,3,8,3,30,Brand2,Can,12oz(350ml),0 to 50,4.9 to 5.9,0.75,Brand2Can.jpg
624,3,9,1,31,Brand3,Bottle,25oz(740ml),0 to 50,0 to 4.8,0.75,Brand3Bottle.jpg
528,3,9,2,31,Brand3,Bottle,16oz(470ml),51 to 100,12+,1.67,Brand3Bottle.jpg
1897,3,9,3,31,Brand1,Can,12oz(350ml),151+,0 to 4.8,2.09,Brand1Can.jpg
1289,3,10,1,32,Brand2,Bottle,32oz(950ml),101 to 150,0 to 4.8,1.99,Brand2Bottle.jpg
63,3,10,2,32,Brand3,Can,8.4oz(250ml),101 to 150,0 to 4.8,1.67,Brand3Can.jpg
1443,3,10,3,32,Brand3,Can,8.4oz(250ml),0 to 50,6 to 7.9,1.99,Brand3Can.jpg
2279,3,11,1,33,Brand2,Bottle,32oz(950ml),151+,8 to 12,2.09,Brand2Bottle.jpg
1091,3,11,2,33,Brand2,Bottle,12oz(350ml),0 to 50,12+,0.75,Brand2Bottle.jpg
847,3,11,3,33,Brand1,Can,12oz(350ml),0 to 50,6 to 7.9,0.75,Brand1Can.jpg
501,4,1,1,34,Brand3,Can,25oz(740ml),0 to 50,12+,1.67,Brand3Can.jpg
1757,4,1,2,34,Brand2,Bottle,16oz(470ml),101 to 150,12+,1.99,Brand2Bottle.jpg
1867,4,1,3,34,Brand1,Can,12oz(350ml),101 to 150,0 to 4.8,2.09,Brand1Can.jpg
613,4,2,1,35,Brand1,Can,16oz(470ml),0 to 50,0 to 4.8,0.75,Brand1Can.jpg
1683,4,2,2,35,Brand3,Can,8.4oz(250ml),0 to 50,12+,1.99,Brand3Can.jpg
699,4,2,3,35,Brand3,Can,12oz(350ml),151+,0 to 4.8,0.75,Brand3Can.jpg
287,4,3,1,36,Brand2,Bottle,16oz(470ml),51 to 100,6 to 7.9,1.67,Brand2Bottle.jpg
133,4,3,2,36,Brand1,Can,16oz(470ml),0 to 50,4.9 to 5.9,1.67,Brand1Can.jpg
1666,4,3,3,36,Brand1,Bottle,16oz(470ml),151+,8 to 12,1.99,Brand1Bottle.jpg
1234,4,4,1,37,Brand1,Bottle,8.4oz(250ml),51 to 100,0 to 4.8,1.99,Brand1Bottle.jpg
2428,4,4,2,37,Brand1,Bottle,32oz(950ml),0 to 50,0 to 4.8,2.79,Brand1Bottle.jpg
1014,4,4,3,37,Brand3,Bottle,25oz(740ml),51 to 100,8 to 12,0.75,Brand3Bottle.jpg
1365,4,5,1,38,Brand3,Can,16oz(470ml),51 to 100,4.9 to 5.9,1.99,Brand3Can.jpg
352,4,5,2,38,Brand1,Bottle,25oz(740ml),151+,6 to 7.9,1.67,Brand1Bottle.jpg
1229,4,5,3,38,Brand2,Bottle,32oz(950ml),0 to 50,0 to 4.8,1.99,Brand2Bottle.jpg
404,4,6,1,39,Brand2,Can,16oz(470ml),51 to 100,8 to 12,1.67,Brand2Can.jpg
664,4,6,2,39,Brand1,Bottle,8.4oz(250ml),101 to 150,0 to 4.8,0.75,Brand1Bottle.jpg
772,4,6,3,39,Brand1,Bottle,25oz(740ml),51 to 100,4.9 to 5.9,0.75,Brand1Bottle.jpg
373,4,7,1,40,Brand1,Can,16oz(470ml),0 to 50,8 to 12,1.67,Brand1Can.jpg
156,4,7,2,40,Brand3,Bottle,8.4oz(250ml),51 to 100,4.9 to 5.9,1.67,Brand3Bottle.jpg
938,4,7,3,40,Brand2,Can,12oz(350ml),151+,6 to 7.9,0.75,Brand2Can.jpg
2329,4,8,1,41,Brand1,Can,25oz(740ml),51 to 100,12+,2.09,Brand1Can.jpg
1699,4,8,2,41,Brand1,Can,25oz(740ml),0 to 50,12+,1.99,Brand1Can.jpg
793,4,8,3,41,Brand1,Can,16oz(470ml),101 to 150,4.9 to 5.9,0.75,Brand1Can.jpg
624,4,9,1,42,Brand3,Bottle,25oz(740ml),0 to 50,0 to 4.8,0.75,Brand3Bottle.jpg
2108,4,9,2,42,Brand2,Can,12oz(350ml),101 to 150,6 to 7.9,2.09,Brand2Can.jpg
85,4,9,3,42,Brand1,Can,32oz(950ml),101 to 150,0 to 4.8,1.67,Brand1Can.jpg
173,4,10,1,43,Brand2,Bottle,25oz(740ml),51 to 100,4.9 to 5.9,1.67,Brand2Bottle.jpg
1890,4,10,2,43,Brand3,Bottle,32oz(950ml),101 to 150,0 to 4.8,2.09,Brand3Bottle.jpg
1270,4,10,3,43,Brand1,Bottle,12oz(350ml),101 to 150,0 to 4.8,1.99,Brand1Bottle.jpg
1557,4,11,1,44,Brand3,Can,32oz(950ml),151+,6 to 7.9,1.99,Brand3Can.jpg
1053,4,11,2,44,Brand3,Can,8.4oz(250ml),151+,8 to 12,0.75,Brand3Can.jpg
369,4,11,3,44,Brand3,Can,12oz(350ml),0 to 50,8 to 12,1.67,Brand3Can.jpg
2032,5,1,1,45,Brand1,Bottle,25oz(740ml),151+,4.9 to 5.9,2.09,Brand1Bottle.jpg
2787,5,1,2,45,Brand3,Can,32oz(950ml),0 to 50,8 to 12,2.79,Brand3Can.jpg
36,5,1,3,45,Brand3,Bottle,8.4oz(250ml),51 to 100,0 to 4.8,1.67,Brand3Bottle.jpg
1639,5,2,1,46,Brand1,Can,25oz(740ml),101 to 150,8 to 12,1.99,Brand1Can.jpg
599,5,2,2,46,Brand2,Bottle,32oz(950ml),151+,12+,1.67,Brand2Bottle.jpg
1003,5,2,3,46,Brand1,Can,16oz(470ml),51 to 100,8 to 12,0.75,Brand1Can.jpg
1118,5,3,1,47,Brand2,Can,12oz(350ml),51 to 100,12+,0.75,Brand2Can.jpg
1142,5,3,2,47,Brand2,Can,8.4oz(250ml),101 to 150,12+,0.75,Brand2Can.jpg
2379,5,3,3,47,Brand3,Can,12oz(350ml),151+,12+,2.09,Brand3Can.jpg
443,5,4,1,48,Brand2,Bottle,25oz(740ml),101 to 150,8 to 12,1.67,Brand2Bottle.jpg
289,5,4,2,48,Brand1,Can,25oz(740ml),51 to 100,6 to 7.9,1.67,Brand1Can.jpg
969,5,4,3,48,Brand3,Can,12oz(350ml),0 to 50,8 to 12,0.75,Brand3Can.jpg
1041,5,5,1,49,Brand3,Can,25oz(740ml),101 to 150,8 to 12,0.75,Brand3Can.jpg
1451,5,5,2,49,Brand2,Bottle,12oz(350ml),0 to 50,6 to 7.9,1.99,Brand2Bottle.jpg
1357,5,5,3,49,Brand1,Can,12oz(350ml),51 to 100,4.9 to 5.9,1.99,Brand1Can.jpg
2414,5,6,1,50,Brand2,Can,16oz(470ml),0 to 50,0 to 4.8,2.79,Brand2Can.jpg
946,5,6,2,50,Brand1,Bottle,16oz(470ml),151+,6 to 7.9,0.75,Brand1Bottle.jpg
1216,5,6,3,50,Brand1,Bottle,16oz(470ml),0 to 50,0 to 4.8,1.99,Brand1Bottle.jpg
1043,5,7,1,51,Brand2,Bottle,25oz(740ml),101 to 150,8 to 12,0.75,Brand2Bottle.jpg
1860,5,7,2,51,Brand3,Bottle,32oz(950ml),51 to 100,0 to 4.8,2.09,Brand3Bottle.jpg
2769,5,7,3,51,Brand3,Can,12oz(350ml),0 to 50,8 to 12,2.79,Brand3Can.jpg
1649,5,8,1,52,Brand2,Bottle,32oz(950ml),101 to 150,8 to 12,1.99,Brand2Bottle.jpg
25,5,8,2,52,Brand1,Can,32oz(950ml),0 to 50,0 to 4.8,1.67,Brand1Can.jpg
2236,5,8,3,52,Brand1,Bottle,16oz(470ml),101 to 150,8 to 12,2.09,Brand1Bottle.jpg
2172,5,9,1,53,Brand3,Bottle,12oz(350ml),0 to 50,8 to 12,2.09,Brand3Bottle.jpg
399,5,9,2,53,Brand3,Can,12oz(350ml),51 to 100,8 to 12,1.67,Brand3Can.jpg
2569,5,9,3,53,Brand1,Can,25oz(740ml),51 to 100,4.9 to 5.9,2.79,Brand1Can.jpg
960,5,10,1,54,Brand3,Bottle,32oz(950ml),151+,6 to 7.9,0.75,Brand3Bottle.jpg
1938,5,10,2,54,Brand3,Bottle,16oz(470ml),0 to 50,4.9 to 5.9,2.09,Brand3Bottle.jpg
411,5,10,3,54,Brand3,Can,25oz(740ml),51 to 100,8 to 12,1.67,Brand3Can.jpg
1630,5,11,1,55,Brand1,Bottle,12oz(350ml),101 to 150,8 to 12,1.99,Brand1Bottle.jpg
1719,5,11,2,55,Brand3,Can,12oz(350ml),51 to 100,12+,1.99,Brand3Can.jpg
79,5,11,3,55,Brand1,Can,25oz(740ml),101 to 150,0 to 4.8,1.67,Brand1Can.jpg
87,6,1,1,56,Brand3,Can,32oz(950ml),101 to 150,0 to 4.8,1.67,Brand3Can.jpg
887,6,1,2,56,Brand2,Bottle,16oz(470ml),51 to 100,6 to 7.9,0.75,Brand2Bottle.jpg
325,6,1,3,56,Brand1,Can,32oz(950ml),101 to 150,6 to 7.9,1.67,Brand1Can.jpg
1269,6,2,1,57,Brand3,Can,12oz(350ml),101 to 150,0 to 4.8,1.99,Brand3Can.jpg
2541,6,2,2,57,Brand3,Can,25oz(740ml),0 to 50,4.9 to 5.9,2.79,Brand3Can.jpg
1909,6,2,3,57,Brand1,Can,25oz(740ml),151+,0 to 4.8,2.09,Brand1Can.jpg
1182,6,3,1,58,Brand3,Bottle,12oz(350ml),151+,12+,0.75,Brand3Bottle.jpg
1603,6,3,2,58,Brand1,Can,16oz(470ml),51 to 100,8 to 12,1.99,Brand1Can.jpg
890,6,3,3,58,Brand2,Can,25oz(740ml),51 to 100,6 to 7.9,0.75,Brand2Can.jpg
1450,6,4,1,59,Brand1,Bottle,12oz(350ml),0 to 50,6 to 7.9,1.99,Brand1Bottle.jpg
2657,6,4,2,59,Brand2,Bottle,16oz(470ml),0 to 50,6 to 7.9,2.79,Brand2Bottle.jpg
932,6,4,3,59,Brand2,Can,8.4oz(250ml),151+,6 to 7.9,0.75,Brand2Can.jpg
1976,6,5,1,60,Brand2,Can,32oz(950ml),51 to 100,4.9 to 5.9,2.09,Brand2Can.jpg
1593,6,5,2,60,Brand3,Can,8.4oz(250ml),51 to 100,8 to 12,1.99,Brand3Can.jpg
1254,6,5,3,60,Brand3,Bottle,25oz(740ml),51 to 100,0 to 4.8,1.99,Brand3Bottle.jpg
2440,6,6,1,61,Brand1,Bottle,12oz(350ml),51 to 100,0 to 4.8,2.79,Brand1Bottle.jpg
423,6,6,2,61,Brand3,Can,8.4oz(250ml),101 to 150,8 to 12,1.67,Brand3Can.jpg
2310,6,6,3,61,Brand3,Bottle,32oz(950ml),0 to 50,12+,2.09,Brand3Bottle.jpg
2388,6,7,1,62,Brand3,Bottle,16oz(470ml),151+,12+,2.09,Brand3Bottle.jpg
462,6,7,2,62,Brand3,Bottle,12oz(350ml),151+,8 to 12,1.67,Brand3Bottle.jpg
2577,6,7,3,62,Brand3,Can,32oz(950ml),51 to 100,4.9 to 5.9,2.79,Brand3Can.jpg
2834,6,8,1,63,Brand2,Can,16oz(470ml),101 to 150,8 to 12,2.79,Brand2Can.jpg
1926,6,8,2,63,Brand3,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,2.09,Brand3Bottle.jpg
1556,6,8,3,63,Brand2,Can,32oz(950ml),151+,6 to 7.9,1.99,Brand2Can.jpg
2053,6,9,1,64,Brand1,Can,16oz(470ml),0 to 50,6 to 7.9,2.09,Brand1Can.jpg
1007,6,9,2,64,Brand2,Bottle,16oz(470ml),51 to 100,8 to 12,0.75,Brand2Bottle.jpg
195,6,9,3,64,Brand3,Can,16oz(470ml),101 to 150,4.9 to 5.9,1.67,Brand3Can.jpg
2608,6,10,1,65,Brand1,Bottle,32oz(950ml),101 to 150,4.9 to 5.9,2.79,Brand1Bottle.jpg
2974,6,10,2,65,Brand1,Bottle,8.4oz(250ml),151+,12+,2.79,Brand1Bottle.jpg
2777,6,10,3,65,Brand2,Bottle,16oz(470ml),0 to 50,8 to 12,2.79,Brand2Bottle.jpg
2767,6,11,1,66,Brand1,Can,12oz(350ml),0 to 50,8 to 12,2.79,Brand1Can.jpg
971,6,11,2,66,Brand2,Bottle,12oz(350ml),0 to 50,8 to 12,0.75,Brand2Bottle.jpg
1149,6,11,3,66,Brand3,Can,12oz(350ml),101 to 150,12+,0.75,Brand3Can.jpg
1426,7,1,1,67,Brand1,Bottle,16oz(470ml),151+,4.9 to 5.9,1.99,Brand1Bottle.jpg
449,7,1,2,67,Brand2,Bottle,32oz(950ml),101 to 150,8 to 12,1.67,Brand2Bottle.jpg
2987,7,1,3,67,Brand2,Bottle,16oz(470ml),151+,12+,2.79,Brand2Bottle.jpg
1510,7,2,1,68,Brand1,Bottle,12oz(350ml),101 to 150,6 to 7.9,1.99,Brand1Bottle.jpg
960,7,2,2,68,Brand3,Bottle,32oz(950ml),151+,6 to 7.9,0.75,Brand3Bottle.jpg
1106,7,2,3,68,Brand2,Can,32oz(950ml),0 to 50,12+,0.75,Brand2Can.jpg
1154,7,3,1,69,Brand2,Can,16oz(470ml),101 to 150,12+,0.75,Brand2Can.jpg
2953,7,3,2,69,Brand1,Can,16oz(470ml),101 to 150,12+,2.79,Brand1Can.jpg
2746,7,3,3,69,Brand1,Bottle,16oz(470ml),151+,6 to 7.9,2.79,Brand1Bottle.jpg
1386,7,4,1,70,Brand3,Bottle,8.4oz(250ml),101 to 150,4.9 to 5.9,1.99,Brand3Bottle.jpg
1224,7,4,2,70,Brand3,Bottle,25oz(740ml),0 to 50,0 to 4.8,1.99,Brand3Bottle.jpg
2468,7,4,3,70,Brand2,Can,12oz(350ml),101 to 150,0 to 4.8,2.79,Brand2Can.jpg
1277,7,5,1,71,Brand2,Bottle,16oz(470ml),101 to 150,0 to 4.8,1.99,Brand2Bottle.jpg
1073,7,5,2,71,Brand2,Bottle,25oz(740ml),151+,8 to 12,0.75,Brand2Bottle.jpg
157,7,5,3,71,Brand1,Can,12oz(350ml),51 to 100,4.9 to 5.9,1.67,Brand1Can.jpg
784,7,6,1,72,Brand1,Bottle,8.4oz(250ml),101 to 150,4.9 to 5.9,0.75,Brand1Bottle.jpg
1619,7,6,2,72,Brand2,Bottle,32oz(950ml),51 to 100,8 to 12,1.99,Brand2Bottle.jpg
111,7,6,3,72,Brand3,Can,25oz(740ml),151+,0 to 4.8,1.67,Brand3Can.jpg
1448,7,7,1,73,Brand2,Can,12oz(350ml),0 to 50,6 to 7.9,1.99,Brand2Can.jpg
1690,7,7,2,73,Brand1,Bottle,12oz(350ml),0 to 50,12+,1.99,Brand1Bottle.jpg
1228,7,7,3,73,Brand1,Bottle,32oz(950ml),0 to 50,0 to 4.8,1.99,Brand1Bottle.jpg
2222,7,8,1,74,Brand2,Can,8.4oz(250ml),101 to 150,8 to 12,2.09,Brand2Can.jpg
588,7,8,2,74,Brand3,Bottle,16oz(470ml),151+,12+,1.67,Brand3Bottle.jpg
1532,7,8,3,74,Brand2,Can,8.4oz(250ml),151+,6 to 7.9,1.99,Brand2Can.jpg
1663,7,9,1,75,Brand1,Can,16oz(470ml),151+,8 to 12,1.99,Brand1Can.jpg
2389,7,9,2,75,Brand1,Can,25oz(740ml),151+,12+,2.09,Brand1Can.jpg
2170,7,9,3,75,Brand1,Bottle,12oz(350ml),0 to 50,8 to 12,2.09,Brand1Bottle.jpg
533,7,10,1,76,Brand2,Bottle,25oz(740ml),51 to 100,12+,1.67,Brand2Bottle.jpg
75,7,10,2,76,Brand3,Can,16oz(470ml),101 to 150,0 to 4.8,1.67,Brand3Can.jpg
929,7,10,3,76,Brand2,Bottle,32oz(950ml),101 to 150,6 to 7.9,0.75,Brand2Bottle.jpg
2769,7,11,1,77,Brand3,Can,12oz(350ml),0 to 50,8 to 12,2.79,Brand3Can.jpg
764,7,11,2,77,Brand2,Can,16oz(470ml),51 to 100,4.9 to 5.9,0.75,Brand2Can.jpg
2378,7,11,3,77,Brand2,Can,12oz(350ml),151+,12+,2.09,Brand2Can.jpg
1045,8,1,1,78,Brand1,Can,32oz(950ml),101 to 150,8 to 12,0.75,Brand1Can.jpg
519,8,1,2,78,Brand3,Can,12oz(350ml),51 to 100,12+,1.67,Brand3Can.jpg
2011,8,1,3,78,Brand1,Can,8.4oz(250ml),151+,4.9 to 5.9,2.09,Brand1Can.jpg
1994,8,2,1,79,Brand2,Can,16oz(470ml),101 to 150,4.9 to 5.9,2.09,Brand2Can.jpg
2283,8,2,2,79,Brand3,Can,8.4oz(250ml),0 to 50,12+,2.09,Brand3Can.jpg
1207,8,2,3,79,Brand1,Can,12oz(350ml),0 to 50,0 to 4.8,1.99,Brand1Can.jpg
529,8,3,1,80,Brand1,Can,25oz(740ml),51 to 100,12+,1.67,Brand1Can.jpg
79,8,3,2,80,Brand1,Can,25oz(740ml),101 to 150,0 to 4.8,1.67,Brand1Can.jpg
1494,8,3,3,80,Brand3,Bottle,25oz(740ml),51 to 100,6 to 7.9,1.99,Brand3Bottle.jpg
2087,8,4,1,81,Brand2,Bottle,16oz(470ml),51 to 100,6 to 7.9,2.09,Brand2Bottle.jpg
375,8,4,2,81,Brand3,Can,16oz(470ml),0 to 50,8 to 12,1.67,Brand3Can.jpg
2310,8,4,3,81,Brand3,Bottle,32oz(950ml),0 to 50,12+,2.09,Brand3Bottle.jpg
2697,8,5,1,82,Brand3,Can,32oz(950ml),51 to 100,6 to 7.9,2.79,Brand3Can.jpg
294,8,5,2,82,Brand3,Bottle,25oz(740ml),51 to 100,6 to 7.9,1.67,Brand3Bottle.jpg
1571,8,5,3,82,Brand2,Bottle,12oz(350ml),0 to 50,8 to 12,1.99,Brand2Bottle.jpg
2734,8,6,1,83,Brand1,Bottle,8.4oz(250ml),151+,6 to 7.9,2.79,Brand1Bottle.jpg
