profileID,respID,qID,altID,obsID,brand,packaging,size,calories,alcohol_content,price,image
1429,1,10,1,10,Coors,Bottle,16oz(470ml),0 to 50,6 to 7.9,0.75,CoorsBottle.jpg
3919,1,10,2,10,Coors,Bottle,12oz(350ml),101 to 150,12+,2.09,CoorsBottle.jpg
3910,1,10,3,10,Miller,Bottle,8.4oz(250ml),101 to 150,12+,2.09,MillerBottle.jpg
3424,1,11,1,11,Coors,Can,16oz(470ml),0 to 50,6 to 7.9,2.09,CoorsCan.jpg
2956,1,11,2,11,Modelo,Bottle,8.4oz(250ml),151+,12+,1.99,ModeloBottle.jpg
2757,1,11,3,11,Budweiser,Bottle,8.4oz(250ml),151+,8 to 12,1.99,BudweiserBottle.jpg
4000,2,1,1,12,Miller,Bottle,32oz(950ml),151+,12+,2.09,MillerBottle.jpg
4846,2,1,2,12,Modelo,Bottle,32oz(950ml),0 to 50,12+,2.79,ModeloBottle.jpg
1141,2,1,3,12,Modelo,Can,32oz(950ml),101 to 150,0 to 4.8,0.75,ModeloCan.jpg
1657,2,2,1,13,Budweiser,Bottle,8.4oz(250ml),51 to 100,8 to 12,0.75,BudweiserBottle.jpg
4890,2,2,2,13,Miller,Bottle,25oz(740ml),51 to 100,12+,2.79,MillerBottle.jpg
1506,2,2,3,13,Modelo,Bottle,8.4oz(250ml),101 to 150,6 to 7.9,0.75,ModeloBottle.jpg
4961,2,3,1,14,Modelo,Can,12oz(350ml),151+,12+,2.79,ModeloCan.jpg
4515,2,3,2,14,Miller,Can,12oz(350ml),101 to 150,6 to 7.9,2.79,MillerCan.jpg
1625,2,3,3,14,Miller,Can,16oz(470ml),0 to 50,8 to 12,0.75,MillerCan.jpg
696,2,4,1,15,Modelo,Bottle,32oz(950ml),51 to 100,8 to 12,1.67,ModeloBottle.jpg
759,2,4,2,15,Coors,Bottle,8.4oz(250ml),151+,8 to 12,1.67,CoorsBottle.jpg
1258,2,4,3,15,Michelob,Bottle,8.4oz(250ml),51 to 100,4.9 to 5.9,0.75,MichelobBottle.jpg
3072,2,5,1,16,Budweiser,Can,16oz(470ml),51 to 100,0 to 4.8,2.09,BudweiserCan.jpg
4736,2,5,2,16,Modelo,Bottle,25oz(740ml),101 to 150,8 to 12,2.79,ModeloBottle.jpg
2460,2,5,3,16,Miller,Bottle,8.4oz(250ml),51 to 100,6 to 7.9,1.99,MillerBottle.jpg
582,2,6,1,17,Budweiser,Can,25oz(740ml),151+,6 to 7.9,1.67,BudweiserCan.jpg
240,2,6,2,17,Miller,Bottle,25oz(740ml),0 to 50,4.9 to 5.9,1.67,MillerBottle.jpg
3324,2,6,3,17,Coors,Can,16oz(470ml),101 to 150,4.9 to 5.9,2.09,CoorsCan.jpg
1185,2,7,1,18,Miller,Can,25oz(740ml),151+,0 to 4.8,0.75,MillerCan.jpg
2471,2,7,2,18,Modelo,Can,16oz(470ml),51 to 100,6 to 7.9,1.99,ModeloCan.jpg
1349,2,7,3,18,Coors,Bottle,32oz(950ml),101 to 150,4.9 to 5.9,0.75,CoorsBottle.jpg
3489,2,8,1,19,Coors,Bottle,25oz(740ml),51 to 100,6 to 7.9,2.09,CoorsBottle.jpg
4543,2,8,2,19,Michelob,Can,32oz(950ml),101 to 150,6 to 7.9,2.79,MichelobCan.jpg
3828,2,8,3,19,Michelob,Bottle,16oz(470ml),0 to 50,12+,2.09,MichelobBottle.jpg
1572,2,9,1,20,Budweiser,Can,16oz(470ml),151+,6 to 7.9,0.75,BudweiserCan.jpg
1405,2,9,2,20,Miller,Can,8.4oz(250ml),0 to 50,6 to 7.9,0.75,MillerCan.jpg
4139,2,9,3,20,Coors,Bottle,25oz(740ml),101 to 150,0 to 4.8,2.79,CoorsBottle.jpg
2908,2,10,1,21,Michelob,Bottle,8.4oz(250ml),101 to 150,12+,1.99,MichelobBottle.jpg
4807,2,10,2,21,Budweiser,Bottle,8.4oz(250ml),0 to 50,12+,2.79,BudweiserBottle.jpg
3772,2,10,3,21,Budweiser,Can,16oz(470ml),151+,8 to 12,2.09,BudweiserCan.jpg
4485,2,11,1,22,Miller,Can,25oz(740ml),51 to 100,6 to 7.9,2.79,MillerCan.jpg
4357,2,11,2,22,Budweiser,Bottle,8.4oz(250ml),151+,4.9 to 5.9,2.79,BudweiserBottle.jpg
1691,2,11,3,22,Modelo,Can,32oz(950ml),51 to 100,8 to 12,0.75,ModeloCan.jpg
3728,3,1,1,23,Michelob,Bottle,16oz(470ml),101 to 150,8 to 12,2.09,MichelobBottle.jpg
1557,3,1,2,23,Budweiser,Bottle,8.4oz(250ml),151+,6 to 7.9,0.75,BudweiserBottle.jpg
4036,3,1,3,23,Modelo,Bottle,25oz(740ml),0 to 50,0 to 4.8,2.79,ModeloBottle.jpg
573,3,2,1,24,Michelob,Can,16oz(470ml),151+,6 to 7.9,1.67,MichelobCan.jpg
707,3,2,2,24,Budweiser,Bottle,8.4oz(250ml),101 to 150,8 to 12,1.67,BudweiserBottle.jpg
2415,3,2,3,24,Miller,Can,12oz(350ml),0 to 50,6 to 7.9,1.99,MillerCan.jpg
2879,3,3,1,25,Coors,Bottle,16oz(470ml),51 to 100,12+,1.99,CoorsBottle.jpg
1502,3,3,2,25,Budweiser,Can,8.4oz(250ml),101 to 150,6 to 7.9,0.75,BudweiserCan.jpg
662,3,3,3,25,Budweiser,Can,12oz(350ml),51 to 100,8 to 12,1.67,BudweiserCan.jpg
2053,3,4,1,26,Michelob,Can,8.4oz(250ml),51 to 100,0 to 4.8,1.99,MichelobCan.jpg
1450,3,4,2,26,Miller,Bottle,32oz(950ml),0 to 50,6 to 7.9,0.75,MillerBottle.jpg
3019,3,4,3,26,Coors,Bottle,12oz(350ml),0 to 50,0 to 4.8,2.09,CoorsBottle.jpg
2191,3,5,1,27,Modelo,Can,32oz(950ml),151+,0 to 4.8,1.99,ModeloCan.jpg
367,3,5,2,27,Budweiser,Bottle,12oz(350ml),151+,4.9 to 5.9,1.67,BudweiserBottle.jpg
1210,3,5,3,27,Miller,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,0.75,MillerBottle.jpg
1094,3,6,1,28,Coors,Can,32oz(950ml),51 to 100,0 to 4.8,0.75,CoorsCan.jpg
1186,3,6,2,28,Modelo,Bottle,25oz(740ml),151+,0 to 4.8,0.75,ModeloBottle.jpg
2418,3,6,3,28,Michelob,Bottle,12oz(350ml),0 to 50,6 to 7.9,1.99,MichelobBottle.jpg
2598,3,7,1,29,Michelob,Bottle,32oz(950ml),151+,6 to 7.9,1.99,MichelobBottle.jpg
4429,3,7,2,29,Coors,Bottle,16oz(470ml),0 to 50,6 to 7.9,2.79,CoorsBottle.jpg
4780,3,7,3,29,Miller,Bottle,16oz(470ml),151+,8 to 12,2.79,MillerBottle.jpg
3720,3,8,1,30,Miller,Bottle,12oz(350ml),101 to 150,8 to 12,2.09,MillerBottle.jpg
4633,3,8,2,30,Michelob,Can,25oz(740ml),0 to 50,8 to 12,2.79,MichelobCan.jpg
1685,3,8,3,30,Miller,Can,25oz(740ml),51 to 100,8 to 12,0.75,MillerCan.jpg
1536,3,9,1,31,Modelo,Bottle,25oz(740ml),101 to 150,6 to 7.9,0.75,ModeloBottle.jpg
3837,3,9,2,31,Budweiser,Bottle,25oz(740ml),0 to 50,12+,2.09,BudweiserBottle.jpg
1175,3,9,3,31,Miller,Can,16oz(470ml),151+,0 to 4.8,0.75,MillerCan.jpg
245,3,10,1,32,Miller,Can,32oz(950ml),0 to 50,4.9 to 5.9,1.67,MillerCan.jpg
230,3,10,2,32,Miller,Bottle,16oz(470ml),0 to 50,4.9 to 5.9,1.67,MillerBottle.jpg
3194,3,10,3,32,Coors,Can,32oz(950ml),151+,0 to 4.8,2.09,CoorsCan.jpg
4711,3,11,1,33,Modelo,Can,12oz(350ml),101 to 150,8 to 12,2.79,ModeloCan.jpg
3207,3,11,2,33,Budweiser,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,2.09,BudweiserBottle.jpg
3841,3,11,3,33,Modelo,Can,32oz(950ml),0 to 50,12+,2.09,ModeloCan.jpg
914,4,1,1,34,Coors,Can,12oz(350ml),101 to 150,12+,1.67,CoorsCan.jpg
3936,4,1,2,34,Modelo,Bottle,25oz(740ml),101 to 150,12+,2.09,ModeloBottle.jpg
1393,4,1,3,34,Michelob,Can,32oz(950ml),151+,4.9 to 5.9,0.75,MichelobCan.jpg
2219,4,2,1,35,Coors,Bottle,12oz(350ml),0 to 50,4.9 to 5.9,1.99,CoorsBottle.jpg
2825,4,2,2,35,Miller,Can,16oz(470ml),0 to 50,12+,1.99,MillerCan.jpg
2923,4,2,3,35,Michelob,Can,16oz(470ml),101 to 150,12+,1.99,MichelobCan.jpg
4964,4,3,1,36,Coors,Can,12oz(350ml),151+,12+,2.79,CoorsCan.jpg
3169,4,3,2,36,Coors,Bottle,12oz(350ml),151+,0 to 4.8,2.09,CoorsBottle.jpg
3521,4,3,3,36,Modelo,Can,16oz(470ml),101 to 150,6 to 7.9,2.09,ModeloCan.jpg
1995,4,4,1,37,Miller,Can,32oz(950ml),151+,12+,0.75,MillerCan.jpg
1197,4,4,2,37,Budweiser,Bottle,32oz(950ml),151+,0 to 4.8,0.75,BudweiserBottle.jpg
3504,4,4,3,37,Coors,Can,8.4oz(250ml),101 to 150,6 to 7.9,2.09,CoorsCan.jpg
1861,4,5,1,38,Modelo,Can,12oz(350ml),51 to 100,12+,0.75,ModeloCan.jpg
2553,4,5,2,38,Michelob,Can,8.4oz(250ml),151+,6 to 7.9,1.99,MichelobCan.jpg
1506,4,5,3,38,Modelo,Bottle,8.4oz(250ml),101 to 150,6 to 7.9,0.75,ModeloBottle.jpg
3482,4,6,1,39,Budweiser,Can,25oz(740ml),51 to 100,6 to 7.9,2.09,BudweiserCan.jpg
3049,4,6,2,39,Coors,Bottle,32oz(950ml),0 to 50,0 to 4.8,2.09,CoorsBottle.jpg
923,4,6,3,39,Michelob,Can,16oz(470ml),101 to 150,12+,1.67,MichelobCan.jpg
2781,4,7,1,40,Modelo,Can,25oz(740ml),151+,8 to 12,1.99,ModeloCan.jpg
3841,4,7,2,40,Modelo,Can,32oz(950ml),0 to 50,12+,2.09,ModeloCan.jpg
4089,4,7,3,40,Coors,Bottle,25oz(740ml),51 to 100,0 to 4.8,2.79,CoorsBottle.jpg
8,4,8,1,41,Michelob,Bottle,8.4oz(250ml),0 to 50,0 to 4.8,1.67,MichelobBottle.jpg
2915,4,8,2,41,Miller,Can,12oz(350ml),101 to 150,12+,1.99,MillerCan.jpg
1871,4,8,3,41,Modelo,Can,16oz(470ml),51 to 100,12+,0.75,ModeloCan.jpg
407,4,9,1,42,Budweiser,Bottle,8.4oz(250ml),0 to 50,6 to 7.9,1.67,BudweiserBottle.jpg
4183,4,9,2,42,Michelob,Can,25oz(740ml),151+,0 to 4.8,2.79,MichelobCan.jpg
2259,4,9,3,42,Coors,Bottle,8.4oz(250ml),51 to 100,4.9 to 5.9,1.99,CoorsBottle.jpg
185,4,10,1,43,Miller,Can,25oz(740ml),151+,0 to 4.8,1.67,MillerCan.jpg
250,4,10,2,43,Miller,Bottle,32oz(950ml),0 to 50,4.9 to 5.9,1.67,MillerBottle.jpg
3950,4,10,3,43,Miller,Bottle,32oz(950ml),101 to 150,12+,2.09,MillerBottle.jpg
3804,4,11,1,44,Coors,Can,8.4oz(250ml),0 to 50,12+,2.09,CoorsCan.jpg
2222,4,11,2,44,Budweiser,Can,16oz(470ml),0 to 50,4.9 to 5.9,1.99,BudweiserCan.jpg
77,4,11,3,44,Budweiser,Bottle,16oz(470ml),51 to 100,0 to 4.8,1.67,BudweiserBottle.jpg
4277,5,1,1,45,Budweiser,Bottle,16oz(470ml),51 to 100,4.9 to 5.9,2.79,BudweiserBottle.jpg
2967,5,1,2,45,Budweiser,Bottle,12oz(350ml),151+,12+,1.99,BudweiserBottle.jpg
3154,5,1,3,45,Coors,Can,8.4oz(250ml),151+,0 to 4.8,2.09,CoorsCan.jpg
2097,5,2,1,46,Budweiser,Bottle,32oz(950ml),51 to 100,0 to 4.8,1.99,BudweiserBottle.jpg
4207,5,2,2,46,Budweiser,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,2.79,BudweiserBottle.jpg
4995,5,2,3,46,Miller,Can,32oz(950ml),151+,12+,2.79,MillerCan.jpg
4360,5,3,1,47,Miller,Bottle,8.4oz(250ml),151+,4.9 to 5.9,2.79,MillerBottle.jpg
3163,5,3,2,47,Michelob,Can,12oz(350ml),151+,0 to 4.8,2.09,MichelobCan.jpg
3955,5,3,3,47,Miller,Can,8.4oz(250ml),151+,12+,2.09,MillerCan.jpg
3781,5,4,1,48,Modelo,Can,25oz(740ml),151+,8 to 12,2.09,ModeloCan.jpg
2093,5,4,2,48,Michelob,Can,32oz(950ml),51 to 100,0 to 4.8,1.99,MichelobCan.jpg
1195,5,4,3,48,Miller,Can,32oz(950ml),151+,0 to 4.8,0.75,MillerCan.jpg
3080,5,5,1,49,Miller,Bottle,16oz(470ml),51 to 100,0 to 4.8,2.09,MillerBottle.jpg
1981,5,5,2,49,Modelo,Can,25oz(740ml),151+,12+,0.75,ModeloCan.jpg
1606,5,5,3,49,Modelo,Bottle,8.4oz(250ml),0 to 50,8 to 12,0.75,ModeloBottle.jpg
2064,5,6,1,50,Coors,Can,12oz(350ml),51 to 100,0 to 4.8,1.99,CoorsCan.jpg
245,5,6,2,50,Miller,Can,32oz(950ml),0 to 50,4.9 to 5.9,1.67,MillerCan.jpg
1786,5,6,3,50,Modelo,Bottle,25oz(740ml),151+,8 to 12,0.75,ModeloBottle.jpg
1179,5,7,1,51,Coors,Bottle,16oz(470ml),151+,0 to 4.8,0.75,CoorsBottle.jpg
593,5,7,2,51,Michelob,Can,32oz(950ml),151+,6 to 7.9,1.67,MichelobCan.jpg
1523,5,7,3,51,Michelob,Can,16oz(470ml),101 to 150,6 to 7.9,0.75,MichelobCan.jpg
662,5,8,1,52,Budweiser,Can,12oz(350ml),51 to 100,8 to 12,1.67,BudweiserCan.jpg
3741,5,8,2,52,Modelo,Can,32oz(950ml),101 to 150,8 to 12,2.09,ModeloCan.jpg
1697,5,8,3,52,Budweiser,Bottle,32oz(950ml),51 to 100,8 to 12,0.75,BudweiserBottle.jpg
4867,5,9,1,53,Budweiser,Bottle,12oz(350ml),51 to 100,12+,2.79,BudweiserBottle.jpg
3841,5,9,2,53,Modelo,Can,32oz(950ml),0 to 50,12+,2.09,ModeloCan.jpg
3164,5,9,3,53,Coors,Can,12oz(350ml),151+,0 to 4.8,2.09,CoorsCan.jpg
3373,5,10,1,54,Michelob,Can,16oz(470ml),151+,4.9 to 5.9,2.09,MichelobCan.jpg
2550,5,10,2,54,Miller,Bottle,32oz(950ml),101 to 150,6 to 7.9,1.99,MillerBottle.jpg
1852,5,10,3,54,Budweiser,Can,8.4oz(250ml),51 to 100,12+,0.75,BudweiserCan.jpg
2953,5,11,1,55,Michelob,Can,8.4oz(250ml),151+,12+,1.99,MichelobCan.jpg
1803,5,11,2,55,Michelob,Can,8.4oz(250ml),0 to 50,12+,0.75,MichelobCan.jpg
1800,5,11,3,55,Miller,Bottle,32oz(950ml),151+,8 to 12,0.75,MillerBottle.jpg
4313,6,1,1,56,Michelob,Can,12oz(350ml),101 to 150,4.9 to 5.9,2.79,MichelobCan.jpg
4561,6,1,2,56,Modelo,Can,12oz(350ml),151+,6 to 7.9,2.79,ModeloCan.jpg
4078,6,1,3,56,Michelob,Bottle,16oz(470ml),51 to 100,0 to 4.8,2.79,MichelobBottle.jpg
1204,6,2,1,57,Coors,Can,8.4oz(250ml),0 to 50,4.9 to 5.9,0.75,CoorsCan.jpg
4052,6,2,2,57,Budweiser,Can,8.4oz(250ml),51 to 100,0 to 4.8,2.79,BudweiserCan.jpg
1137,6,2,3,57,Budweiser,Bottle,25oz(740ml),101 to 150,0 to 4.8,0.75,BudweiserBottle.jpg
3005,6,3,1,58,Miller,Can,8.4oz(250ml),0 to 50,0 to 4.8,2.09,MillerCan.jpg
2243,6,3,2,58,Michelob,Can,32oz(950ml),0 to 50,4.9 to 5.9,1.99,MichelobCan.jpg
3686,6,3,3,58,Modelo,Bottle,25oz(740ml),51 to 100,8 to 12,2.09,ModeloBottle.jpg
2737,6,4,1,59,Budweiser,Bottle,25oz(740ml),101 to 150,8 to 12,1.99,BudweiserBottle.jpg
4206,6,4,2,59,Modelo,Bottle,8.4oz(250ml),0 to 50,4.9 to 5.9,2.79,ModeloBottle.jpg
2434,6,4,3,59,Coors,Can,25oz(740ml),0 to 50,6 to 7.9,1.99,CoorsCan.jpg
1124,6,5,1,60,Coors,Can,16oz(470ml),101 to 150,0 to 4.8,0.75,CoorsCan.jpg
23,6,5,2,60,Michelob,Can,16oz(470ml),0 to 50,0 to 4.8,1.67,MichelobCan.jpg
3158,6,5,3,60,Michelob,Bottle,8.4oz(250ml),151+,0 to 4.8,2.09,MichelobBottle.jpg
604,6,6,1,61,Coors,Can,8.4oz(250ml),0 to 50,8 to 12,1.67,CoorsCan.jpg
583,6,6,2,61,Michelob,Can,25oz(740ml),151+,6 to 7.9,1.67,MichelobCan.jpg
433,6,6,3,61,Michelob,Can,25oz(740ml),0 to 50,6 to 7.9,1.67,MichelobCan.jpg
4664,6,7,1,62,Coors,Can,12oz(350ml),51 to 100,8 to 12,2.79,CoorsCan.jpg
1662,6,7,2,62,Budweiser,Can,12oz(350ml),51 to 100,8 to 12,0.75,BudweiserCan.jpg
4834,6,7,3,62,Coors,Can,25oz(740ml),0 to 50,12+,2.79,CoorsCan.jpg
4104,6,8,1,63,Coors,Can,8.4oz(250ml),101 to 150,0 to 4.8,2.79,CoorsCan.jpg
763,6,8,2,63,Michelob,Can,12oz(350ml),151+,8 to 12,1.67,MichelobCan.jpg
3973,6,8,3,63,Michelob,Can,16oz(470ml),151+,12+,2.09,MichelobCan.jpg
1278,6,9,1,64,Michelob,Bottle,16oz(470ml),51 to 100,4.9 to 5.9,0.75,MichelobBottle.jpg
1156,6,9,2,64,Modelo,Bottle,8.4oz(250ml),151+,0 to 4.8,0.75,ModeloBottle.jpg
1410,6,9,3,64,Miller,Bottle,8.4oz(250ml),0 to 50,6 to 7.9,0.75,MillerBottle.jpg
3202,6,10,1,65,Budweiser,Can,8.4oz(250ml),0 to 50,4.9 to 5.9,2.09,BudweiserCan.jpg
4182,6,10,2,65,Budweiser,Can,25oz(740ml),151+,0 to 4.8,2.79,BudweiserCan.jpg
39,6,10,3,65,Coors,Bottle,25oz(740ml),0 to 50,0 to 4.8,1.67,CoorsBottle.jpg
1256,6,11,1,66,Modelo,Bottle,8.4oz(250ml),51 to 100,4.9 to 5.9,0.75,ModeloBottle.jpg
474,6,11,2,66,Coors,Can,16oz(470ml),51 to 100,6 to 7.9,1.67,CoorsCan.jpg
3983,6,11,3,66,Michelob,Can,25oz(740ml),151+,12+,2.09,MichelobCan.jpg
3721,7,1,1,67,Modelo,Can,16oz(470ml),101 to 150,8 to 12,2.09,ModeloCan.jpg
578,7,1,2,67,Michelob,Bottle,16oz(470ml),151+,6 to 7.9,1.67,MichelobBottle.jpg
2599,7,1,3,67,Coors,Bottle,32oz(950ml),151+,6 to 7.9,1.99,CoorsBottle.jpg
4542,7,2,1,68,Budweiser,Can,32oz(950ml),101 to 150,6 to 7.9,2.79,BudweiserCan.jpg
3707,7,2,2,68,Budweiser,Bottle,8.4oz(250ml),101 to 150,8 to 12,2.09,BudweiserBottle.jpg
3918,7,2,3,68,Michelob,Bottle,12oz(350ml),101 to 150,12+,2.09,MichelobBottle.jpg
344,7,3,1,69,Coors,Can,32oz(950ml),101 to 150,4.9 to 5.9,1.67,CoorsCan.jpg
3246,7,3,2,69,Modelo,Bottle,32oz(950ml),0 to 50,4.9 to 5.9,2.09,ModeloBottle.jpg
1562,7,3,3,69,Budweiser,Can,12oz(350ml),151+,6 to 7.9,0.75,BudweiserCan.jpg
1460,7,4,1,70,Miller,Bottle,8.4oz(250ml),51 to 100,6 to 7.9,0.75,MillerBottle.jpg
2186,7,4,2,70,Modelo,Bottle,25oz(740ml),151+,0 to 4.8,1.99,ModeloBottle.jpg
3358,7,4,3,70,Michelob,Bottle,8.4oz(250ml),151+,4.9 to 5.9,2.09,MichelobBottle.jpg
4393,7,5,1,71,Michelob,Can,32oz(950ml),151+,4.9 to 5.9,2.79,MichelobCan.jpg
1456,7,5,2,71,Modelo,Bottle,8.4oz(250ml),51 to 100,6 to 7.9,0.75,ModeloBottle.jpg
2295,7,5,3,71,Miller,Can,32oz(950ml),51 to 100,4.9 to 5.9,1.99,MillerCan.jpg
1301,7,6,1,72,Modelo,Can,8.4oz(250ml),101 to 150,4.9 to 5.9,0.75,ModeloCan.jpg
3086,7,6,2,72,Modelo,Bottle,25oz(740ml),51 to 100,0 to 4.8,2.09,ModeloBottle.jpg
352,7,6,3,72,Budweiser,Can,8.4oz(250ml),151+,4.9 to 5.9,1.67,BudweiserCan.jpg
505,7,7,1,73,Miller,Can,8.4oz(250ml),101 to 150,6 to 7.9,1.67,MillerCan.jpg
987,7,7,2,73,Budweiser,Bottle,25oz(740ml),151+,12+,1.67,BudweiserBottle.jpg
1885,7,7,3,73,Miller,Can,25oz(740ml),51 to 100,12+,0.75,MillerCan.jpg
760,7,8,1,74,Miller,Bottle,8.4oz(250ml),151+,8 to 12,1.67,MillerBottle.jpg
3761,7,8,2,74,Modelo,Can,12oz(350ml),151+,8 to 12,2.09,ModeloCan.jpg
3249,7,8,3,74,Coors,Bottle,32oz(950ml),0 to 50,4.9 to 5.9,2.09,CoorsBottle.jpg
372,7,9,1,75,Budweiser,Can,16oz(470ml),151+,4.9 to 5.9,1.67,BudweiserCan.jpg
1037,7,9,2,75,Budweiser,Bottle,25oz(740ml),0 to 50,0 to 4.8,0.75,BudweiserBottle.jpg
3256,7,9,3,75,Modelo,Bottle,8.4oz(250ml),51 to 100,4.9 to 5.9,2.09,ModeloBottle.jpg
692,7,10,1,76,Budweiser,Can,32oz(950ml),51 to 100,8 to 12,1.67,BudweiserCan.jpg
1533,7,10,2,76,Michelob,Can,25oz(740ml),101 to 150,6 to 7.9,0.75,MichelobCan.jpg
4687,7,10,3,76,Budweiser,Bottle,25oz(740ml),51 to 100,8 to 12,2.79,BudweiserBottle.jpg
644,7,11,1,77,Coors,Can,32oz(950ml),0 to 50,8 to 12,1.67,CoorsCan.jpg
746,7,11,2,77,Modelo,Bottle,32oz(950ml),101 to 150,8 to 12,1.67,ModeloBottle.jpg
3862,7,11,3,77,Budweiser,Can,12oz(350ml),51 to 100,12+,2.09,BudweiserCan.jpg
1382,8,1,1,78,Budweiser,Can,25oz(740ml),151+,4.9 to 5.9,0.75,BudweiserCan.jpg
2018,8,1,2,78,Michelob,Bottle,12oz(350ml),0 to 50,0 to 4.8,1.99,MichelobBottle.jpg
1282,8,1,3,78,Budweiser,Can,25oz(740ml),51 to 100,4.9 to 5.9,0.75,BudweiserCan.jpg
4859,8,2,1,79,Coors,Bottle,8.4oz(250ml),51 to 100,12+,2.79,CoorsBottle.jpg
2406,8,2,2,79,Modelo,Bottle,8.4oz(250ml),0 to 50,6 to 7.9,1.99,ModeloBottle.jpg
2981,8,2,3,79,Modelo,Can,25oz(740ml),151+,12+,1.99,ModeloCan.jpg
2094,8,3,1,80,Coors,Can,32oz(950ml),51 to 100,0 to 4.8,1.99,CoorsCan.jpg
2855,8,3,2,80,Miller,Can,8.4oz(250ml),51 to 100,12+,1.99,MillerCan.jpg
3581,8,3,3,80,Modelo,Can,25oz(740ml),151+,6 to 7.9,2.09,ModeloCan.jpg
590,8,4,1,81,Miller,Bottle,25oz(740ml),151+,6 to 7.9,1.67,MillerBottle.jpg
2268,8,4,2,81,Michelob,Bottle,12oz(350ml),51 to 100,4.9 to 5.9,1.99,MichelobBottle.jpg
4095,8,4,3,81,Miller,Can,32oz(950ml),51 to 100,0 to 4.8,2.79,MillerCan.jpg
2906,8,5,1,82,Modelo,Bottle,8.4oz(250ml),101 to 150,12+,1.99,ModeloBottle.jpg
2986,8,5,2,82,Modelo,Bottle,25oz(740ml),151+,12+,1.99,ModeloBottle.jpg
1839,8,5,3,82,Coors,Bottle,25oz(740ml),0 to 50,12+,0.75,CoorsBottle.jpg
3892,8,6,1,83,Budweiser,Can,32oz(950ml),51 to 100,12+,2.09,BudweiserCan.jpg
3573,8,6,2,83,Michelob,Can,16oz(470ml),151+,6 to 7.9,2.09,MichelobCan.jpg
471,8,6,3,83,Modelo,Can,16oz(470ml),51 to 100,6 to 7.9,1.67,ModeloCan.jpg
4013,8,7,1,84,Michelob,Can,12oz(350ml),0 to 50,0 to 4.8,2.79,MichelobCan.jpg
